module,rank,record id,file name,mount pt,fs type,POSIX_ACCESS1_ACCESS,POSIX_ACCESS1_COUNT,POSIX_ACCESS2_ACCESS,POSIX_ACCESS2_COUNT,POSIX_ACCESS3_ACCESS,POSIX_ACCESS3_COUNT,POSIX_ACCESS4_ACCESS,POSIX_ACCESS4_COUNT,POSIX_BYTES_READ,POSIX_BYTES_WRITTEN,POSIX_CONSEC_READS,POSIX_CONSEC_WRITES,POSIX_DUPS,POSIX_FASTEST_RANK,POSIX_FASTEST_RANK_BYTES,POSIX_FDSYNCS,POSIX_FILENOS,POSIX_FILE_ALIGNMENT,POSIX_FILE_NOT_ALIGNED,POSIX_FSYNCS,POSIX_F_CLOSE_END_TIMESTAMP,POSIX_F_CLOSE_START_TIMESTAMP,POSIX_F_FASTEST_RANK_TIME,POSIX_F_MAX_READ_TIME,POSIX_F_MAX_WRITE_TIME,POSIX_F_META_TIME,POSIX_F_OPEN_END_TIMESTAMP,POSIX_F_OPEN_START_TIMESTAMP,POSIX_F_READ_END_TIMESTAMP,POSIX_F_READ_START_TIMESTAMP,POSIX_F_READ_TIME,POSIX_F_SLOWEST_RANK_TIME,POSIX_F_VARIANCE_RANK_BYTES,POSIX_F_VARIANCE_RANK_TIME,POSIX_F_WRITE_END_TIMESTAMP,POSIX_F_WRITE_START_TIMESTAMP,POSIX_F_WRITE_TIME,POSIX_MAX_BYTE_READ,POSIX_MAX_BYTE_WRITTEN,POSIX_MAX_READ_TIME_SIZE,POSIX_MAX_WRITE_TIME_SIZE,POSIX_MEM_ALIGNMENT,POSIX_MEM_NOT_ALIGNED,POSIX_MMAPS,POSIX_MODE,POSIX_OPENS,POSIX_READS,POSIX_RENAMED_FROM,POSIX_RENAME_SOURCES,POSIX_RENAME_TARGETS,POSIX_RW_SWITCHES,POSIX_SEEKS,POSIX_SEQ_READS,POSIX_SEQ_WRITES,POSIX_SIZE_READ_0_100,POSIX_SIZE_READ_100K_1M,POSIX_SIZE_READ_100M_1G,POSIX_SIZE_READ_100_1K,POSIX_SIZE_READ_10K_100K,POSIX_SIZE_READ_10M_100M,POSIX_SIZE_READ_1G_PLUS,POSIX_SIZE_READ_1K_10K,POSIX_SIZE_READ_1M_4M,POSIX_SIZE_READ_4M_10M,POSIX_SIZE_WRITE_0_100,POSIX_SIZE_WRITE_100K_1M,POSIX_SIZE_WRITE_100M_1G,POSIX_SIZE_WRITE_100_1K,POSIX_SIZE_WRITE_10K_100K,POSIX_SIZE_WRITE_10M_100M,POSIX_SIZE_WRITE_1G_PLUS,POSIX_SIZE_WRITE_1K_10K,POSIX_SIZE_WRITE_1M_4M,POSIX_SIZE_WRITE_4M_10M,POSIX_SLOWEST_RANK,POSIX_SLOWEST_RANK_BYTES,POSIX_STATS,POSIX_STRIDE1_COUNT,POSIX_STRIDE1_STRIDE,POSIX_STRIDE2_COUNT,POSIX_STRIDE2_STRIDE,POSIX_STRIDE3_COUNT,POSIX_STRIDE3_STRIDE,POSIX_STRIDE4_COUNT,POSIX_STRIDE4_STRIDE,POSIX_WRITES
POSIX,0,10028054257909626858,/work/hdd/bdau/mbanisharifdehkordi/bench_scratch/mdtest/mdtest_meta_shared_n10000_r4_rep2/test-dir.0-0/mdtest_tree.0/file.mdtest.0.1020,/work,lustre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048576,0,0,208.970651,1.497943,0.000000,0.000000,0.000000,0.001951,208.970418,1.496751,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,8,0,-1,436,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSIX,0,10084835391021491109,/work/hdd/bdau/mbanisharifdehkordi/bench_scratch/mdtest/mdtest_meta_shared_n10000_r4_rep2/test-dir.0-0/mdtest_tree.0/file.mdtest.0.126,/work,lustre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048576,0,0,208.536550,0.234034,0.000000,0.000000,0.000000,0.001787,208.536328,0.232891,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,8,0,-1,436,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSIX,0,10090948017173565792,/work/hdd/bdau/mbanisharifdehkordi/bench_scratch/mdtest/mdtest_meta_shared_n10000_r4_rep2/test-dir.0-0/mdtest_tree.0/file.mdtest.0.150,/work,lustre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048576,0,0,208.550917,0.270812,0.000000,0.000000,0.000000,0.002295,208.550727,0.269131,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,8,0,-1,436,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSIX,0,10093782469538682222,/work/hdd/bdau/mbanisharifdehkordi/bench_scratch/mdtest/mdtest_meta_shared_n10000_r4_rep2/test-dir.0-0/mdtest_tree.0/file.mdtest.0.391,/work,lustre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048576,0,0,208.668434,0.627937,0.000000,0.000000,0.000000,0.002170,208.668218,0.626367,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,8,0,-1,436,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSIX,0,10097068978552975276,/work/hdd/bdau/mbanisharifdehkordi/bench_scratch/mdtest/mdtest_meta_shared_n10000_r4_rep2/test-dir.0-0/mdtest_tree.0/file.mdtest.0.403,/work,lustre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048576,0,0,208.674099,0.642272,0.000000,0.000000,0.000000,0.001582,208.673898,0.641272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,8,0,-1,436,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSIX,0,10101257324041665311,/work/hdd/bdau/mbanisharifdehkordi/bench_scratch/mdtest/mdtest_meta_shared_n10000_r4_rep2/test-dir.0-0/mdtest_tree.0/file.mdtest.0.3,/work,lustre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048576,0,0,208.467684,0.062213,0.000000,0.000000,0.000000,0.001999,208.467339,0.061027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,8,0,-1,436,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSIX,0,10150286210560466129,/work/hdd/bdau/mbanisharifdehkordi/bench_scratch/mdtest/mdtest_meta_shared_n10000_r4_rep2/test-dir.0-0/mdtest_tree.0/file.mdtest.0.646,/work,lustre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048576,0,0,208.795567,0.989468,0.000000,0.000000,0.000000,0.001917,208.795322,0.988163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,8,0,-1,436,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSIX,0,10153080004336978816,/work/hdd/bdau/mbanisharifdehkordi/bench_scratch/mdtest/mdtest_meta_shared_n10000_r4_rep2/test-dir.0-0/mdtest_tree.0/file.mdtest.0.156,/work,lustre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048576,0,0,208.553775,0.280177,0.000000,0.000000,0.000000,0.001964,208.553601,0.278873,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,8,0,-1,436,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSIX,0,10179059496006477327,/work/hdd/bdau/mbanisharifdehkordi/bench_scratch/mdtest/mdtest_meta_shared_n10000_r4_rep2/test-dir.0-0/mdtest_tree.0/file.mdtest.0.851,/work,lustre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048576,0,0,208.890453,1.281846,0.000000,0.000000,0.000000,0.001776,208.890255,1.280694,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,8,0,-1,436,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSIX,0,10182214870626786600,/work/hdd/bdau/mbanisharifdehkordi/bench_scratch/mdtest/mdtest_meta_shared_n10000_r4_rep2/test-dir.0-0/mdtest_tree.0/file.mdtest.0.1017,/work,lustre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048576,0,0,208.968814,1.493611,0.000000,0.000000,0.000000,0.002148,208.968460,1.492334,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,8,0,-1,436,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
